      15.0000  0.000351222   0.00422370        2821
       1      115.675      1.00000
       2      69.4565      1.00000
       3      33.2741      1.00000
       4      10.5524      1.00000
       5      1.65539      1.00000
       6    -0.310953      1.00000
       7    -0.816065      1.00000
       8    -0.928339      1.00000
       9    -0.965617      1.00000
      10    -0.980542      1.00000
      11    -0.986640      1.00000
      12    -0.990006      1.00000
      13    -0.991906      1.00000
      14    -0.993094      1.00000
      15    -0.993824      1.00000
