      14  0.000340729   0.00671999        2821
       1      193.915      1.00000
       2      47.5696      1.00000
       3      7.03453      1.00000
       4     0.245697      1.00000
       5    -0.597795      1.00000
       6    -0.735276      1.00000
       7    -0.803429      1.00000
       8    -0.844760      1.00000
       9    -0.876775      1.00000
      10    -0.900141      1.00000
      11    -0.915861      1.00000
      12    -0.928412      1.00000
      13    -0.938544      1.00000
      14    -0.946897      1.00000
