      15.0000  0.000339005   0.00626256        2821
       1      178.136      1.00000
       2      50.3141      1.00000
       3      11.6032      1.00000
       4      2.58597      1.00000
       5     0.348748      1.00000
       6    -0.272428      1.00000
       7    -0.555277      1.00000
       8    -0.688321      1.00000
       9    -0.768836      1.00000
      10    -0.817567      1.00000
      11    -0.846099      1.00000
      12    -0.867473      1.00000
      13    -0.883934      1.00000
      14    -0.897274      1.00000
      15    -0.907295      1.00000
