      14     0.740099      7.00459        2828
       1      74.0489   0.00146645
       2      52.1677   0.00142256
       3      32.8863   0.00154317
       4      15.8446   0.00154768
       5      5.13551   0.00274146
       6      1.03055   0.00398713
       7    -0.428012   0.00751264
       8    -0.800409    0.0116099
       9    -0.891095    0.0132106
      10    -0.910075    0.0160251
      11    -0.923467    0.0153231
      12    -0.929919    0.0164778
      13    -0.943326    0.0161227
      14    -0.952957    0.0178316
