      14     0.827793      11.7655        2828
       1      129.410  0.000994612
       2      51.9559   0.00127440
       3      16.3162   0.00193005
       4      3.65037   0.00263351
       5     0.820786   0.00449944
       6     0.452459   0.00421495
       7     0.235774   0.00456959
       8     0.140339   0.00434249
       9   -0.0924707   0.00408978
      10    -0.314917   0.00518713
      11    -0.537800   0.00557062
      12    -0.702189   0.00714249
      13    -0.813843   0.00794853
      14    -0.852569   0.00894749
