      14     0.175389      1.51057        2828
       1      59.6486   0.00688363
       2      45.3122   0.00643183
       3      30.8043   0.00672156
       4      16.1571   0.00647117
       5      6.60995    0.0103874
       6      2.31025    0.0131773
       7     0.294537    0.0210725
       8    -0.556313    0.0328620
       9    -0.852764    0.0479463
      10    -0.954292    0.0949158
      11    -0.968232     0.101015
      12    -0.959464    0.0916699
      13    -0.938083    0.0652328
      14    -0.911465    0.0552158
