      14     0.882603      6.85006        2828
       1      51.9725   0.00146366
       2      40.4215   0.00135147
       3      29.2879   0.00136872
       4      17.6046   0.00123489
       5      8.43142   0.00185415
       6      3.42925   0.00226373
       7     0.748292   0.00360333
       8    -0.339992   0.00535464
       9    -0.750827   0.00732488
      10    -0.866481    0.0110304
      11    -0.886093    0.0105351
      12    -0.896205    0.0113644
      13    -0.911081    0.0108072
      14    -0.916173    0.0112409
