      15.0000      1.77278      17.4666        2821
       1      80.3836  0.000596402
       2      52.8828  0.000604768
       3      29.4586  0.000703406
       4      12.4233  0.000758320
       5      4.15713   0.00132425
       6      1.53627   0.00159803
       7     0.493346   0.00210726
       8    0.0720834   0.00229775
       9    -0.169105   0.00222268
      10    -0.334379   0.00277429
      11    -0.477654   0.00279808
      12    -0.588396   0.00328665
      13    -0.700072   0.00343250
      14    -0.776796   0.00403840
      15    -0.816873   0.00462779
