      14      1.77298      16.6777        2828
       1      74.8794  0.000608784
       2      53.2851  0.000587678
       3      32.8401  0.000644607
       4      15.4511  0.000653730
       5      5.33254   0.00112643
       6      1.45047   0.00151502
       7    -0.178978   0.00261741
       8    -0.714115   0.00404961
       9    -0.897770   0.00569018
      10    -0.943682   0.00845124
      11    -0.950972   0.00798799
      12    -0.946129   0.00784247
      13    -0.948966   0.00708365
      14    -0.958323   0.00785504
