      14     0.384371      3.42928        2828
       1      66.1632   0.00298480
       2      48.8132   0.00282984
       3      31.5037   0.00303389
       4      15.5280   0.00300845
       5      5.55885   0.00510550
       6      1.38557   0.00708294
       7    -0.225789    0.0124360
       8    -0.711236    0.0185952
       9    -0.842081    0.0211336
      10    -0.858252    0.0245959
      11    -0.850916    0.0211572
      12    -0.873693    0.0236624
      13    -0.885783    0.0218949
      14    -0.907090    0.0243540
