      14  0.000344205   0.00620341        2821
       1      185.735      1.00000
       2      57.0452      1.00000
       3      10.7012      1.00000
       4     0.513830      1.00000
       5    -0.742542      1.00000
       6    -0.851987      1.00000
       7    -0.892473      1.00000
       8    -0.914640      1.00000
       9    -0.931557      1.00000
      10    -0.944027      1.00000
      11    -0.952540      1.00000
      12    -0.959415      1.00000
      13    -0.965021      1.00000
      14    -0.969673      1.00000
