      14     0.257072      3.25573        2828
       1      112.714   0.00342981
       2      55.6086   0.00396907
       3      20.3552   0.00559647
       4      4.27399   0.00796314
       5    0.0417280    0.0191636
       6    -0.522893    0.0236890
       7    -0.682460    0.0290988
       8    -0.743031    0.0295527
       9    -0.747566    0.0250392
      10    -0.778838    0.0295527
      11    -0.842202    0.0309344
      12    -0.883300    0.0369358
      13    -0.888245    0.0332964
      14    -0.852954    0.0290865
